TEXT,NUM_VIDEOS,VIDEOS,FRAME_COUNTS
ngày tháng,3,W02329N.mp4; W02329B.mp4; W02329T.mp4,119; 126; 139
ngày thương bình liệt sĩ 27/7,3,D0050B.mp4; D0050N.mp4; D0050T.mp4,126; 114; 126
ngày thầy thuốc Việt Nam,3,D0057N.mp4; D0057B.mp4; D0057T.mp4,168; 156; 168
ngày xưa,1,W02339.mp4,114
ngày đêm,1,W02334.mp4,114
ngán,1,D0384.mp4,165
ngâm hạt,1,W02346.mp4,116
ngân hàng,1,W02348.mp4,124
ngây thơ,1,W02352.mp4,165
ngã,1,W02330.mp4,88
ngã ba,1,W02325.mp4,217
ngói,1,W02387.mp4,139
ngón chân,1,W02392.mp4,109
ngón tay,1,W02393.mp4,120
ngô,2,W02395N.mp4; W02395T.mp4,65; 65
ngôn ngữ,1,W02401.mp4,109
ngôn ngữ kí hiệu,1,W04073.mp4,110
ngõ,1,W02391.mp4,132
ngăn chặn,1,W02342.mp4,213
ngăn cản,1,W02340.mp4,194
ngũ quả,3,W02402N.mp4; W02402B.mp4; W02402T.mp4,118; 101; 118
ngước nhìn,1,W02422.mp4,151
người bán hàng,1,W02426.mp4,145
người gửi,1,W02428.mp4,129
người lái xe (ô tô),3,W02430B.mp4; W02430T.mp4; W02430N.mp4,103; 108; 108
người lạ,1,W02431.mp4,110
người máy,1,W02432.mp4,109
người nhận,1,W02433.mp4,120
người nước ngoài,1,D0013.mp4,114
người quen,3,W02435N.mp4; W02435T.mp4; W02435B.mp4,85; 85; 115
người xưa,3,W02438N.mp4; W02438B.mp4; W02438T.mp4,85; 106; 156
người xấu,3,W02437N.mp4; W02437B.mp4; W02437T.mp4,91; 113; 91
người yêu,3,W02439T.mp4; W02439N.mp4; W02439B.mp4,104; 74; 181
ngưỡng mộ,1,W02440.mp4,117
ngược lại,1,W02424.mp4,139
ngược đãi,1,W02423.mp4,107
ngạc nhiên,1,W02332.mp4,87
ngẩng đầu,1,W02349.mp4,113
ngập lụt,1,W02350.mp4,125
ngập ngừng,1,D0201.mp4,158
ngắn,1,W02343.mp4,112
ngắn nhất,1,W02344.mp4,103
ngắt hoa,2,W02345N.mp4; W02345B.mp4,80; 115
ngọn cây,3,W02394T.mp4; W02394N.mp4; W02394B.mp4,74; 74; 120
ngồi,3,W02400N.mp4; W02400B.mp4; W02400T.mp4,68; 95; 95
ngộ nghĩnh,1,W02399.mp4,170
ngộ độc,1,W02398.mp4,107
ngừng lại,1,D0179.mp4,152
ngữ pháp,3,W03327B.mp4; W03327N.mp4; W03327T.mp4,88; 102; 102
ngữ điệu,1,W02421.mp4,97
nhanh nhẹn,1,W02462.mp4,102
nhi đồng,1,W02495.mp4,72
nhiều hơn,1,W02498.mp4,100
nhiều vô cùng,1,W03865.mp4,114
nhiệt kế,3,W02497B.mp4; W02497T.mp4; W02497N.mp4,112; 112; 131
nhiệt độ,1,W01298.mp4,95
nhu cầu,1,W02508.mp4,122
nhà bác học,1,W02441.mp4,131
nhà cửa,1,W02443.mp4,113
nhà kho,1,D0379.mp4,121
nhà nước,3,W01075T.mp4; W01075N.mp4; W01075B.mp4,106; 106; 107
nhà rông,1,D0313.mp4,112
nhà sàn,1,W02447.mp4,121
nhà thơ,1,W02449.mp4,114
nhà thờ,1,W02450.mp4,151
nhà thờ Đức Bà,1,W02451.mp4,131
nhà toán học,1,W02453.mp4,128
nhà trường,3,W02455T.mp4; W02455B.mp4; W02455N.mp4,104; 113; 104
nhà tù,1,W02456.mp4,112
nhà tầng,1,W02448.mp4,123
nhà văn hóa,3,D0470N.mp4; D0470T.mp4; D0470B.mp4,101; 101; 127
nhà vệ sinh,1,D0485.mp4,119
nhào lộn,1,W02463.mp4,126
nhát gan,1,W02464.mp4,95
nháy mắt,1,W02468.mp4,90
nhân (Toán học),3,W02473T.mp4; W02473N.mp4; W02473B.mp4,78; 78; 78
nhân chứng,1,W02477.mp4,153
nhân cách hoá,1,W02476.mp4,122
nhân dân,1,W02478.mp4,122
nhân hậu,3,W02479T.mp4; W02479N.mp4; W02479B.mp4,84; 84; 110
nhân viên,1,D0004.mp4,125
nhân vật,1,W02481.mp4,109
nhãn vở,3,W02461B.mp4; W02461T.mp4; W02461N.mp4,110; 142; 151
nhìn,1,W02499.mp4,168
nhóm,1,W02503.mp4,117
nhõng nhẽo,1,D0265.mp4,99
nhút nhát,1,D0453.mp4,144
nhăn mặt,1,W02471.mp4,152
như hình với bóng,1,W02513.mp4,124
nhưng,3,D0242T.mp4; D0242N.mp4; D0242B.mp4,110; 89; 110
nhường nhịn,1,W02515.mp4,135
nhược điểm,1,W02514.mp4,126
nhạy cảm,1,W02469.mp4,129
nhảy bao bố,1,D0292.mp4,133
nhảy cao,1,W02465.mp4,122
nhảy dù,1,W02466.mp4,168
nhảy lò cò,1,D0293.mp4,123
nhảy múa,1,W02467.mp4,128
nhấn mạnh,1,D0092.mp4,106
nhấp nháy,1,W02488.mp4,135
nhầm,3,D0060N.mp4; D0060T.mp4; D0060B.mp4,108; 108; 87
nhận,1,W02485.mp4,85
nhận hàng,1,W02483.mp4,135
nhận thức,1,W02486.mp4,94
nhận xét,1,W02487.mp4,129
nhập khẩu,1,D0014.mp4,137
nhập ngũ,3,W01259N.mp4; W01259B.mp4; W01259T.mp4,137; 104; 94
nhập trường,3,W02490B.mp4; W02490T.mp4; W02490N.mp4,105; 94; 94
nhắc nhở,1,W02470.mp4,106
nhắm mắt,1,D0433.mp4,122
nhặt rau,1,W02472.mp4,114
nhẹ hơn,1,W02493.mp4,123
nhẹ nhàng,1,W02494.mp4,137
nhọn,1,W02504.mp4,153
nhọn hoắt,1,W02505.mp4,66
nhỏ hơn,1,W02501.mp4,133
nhỏ tuổi,1,W02502.mp4,117
nhỏ/ nhỏ bé,1,W02500.mp4,123
nhổ củ cải,1,W02506.mp4,130
nhổ lông mày,1,D0275.mp4,108
nhổ râu,1,D0274.mp4,84
nhổ răng,1,D0277.mp4,101
nhổ tóc,1,D0273.mp4,133
nhộn nhịp (đông người),1,D0301.mp4,138
nhụy hoa,1,W02512.mp4,94
niềm vui,1,W02517.mp4,114
no,3,W02520T.mp4; W02520B.mp4; W02520N.mp4,105; 118; 120
náo nức,1,W02291.mp4,83
"náo động, náo nhiệt",1,W02290.mp4,120
nén,1,W02305.mp4,113
nét mặt,1,W02311.mp4,130
nên không?,3,D0123B.mp4; D0123T.mp4; D0123N.mp4,96; 67; 67
nóc nhà,1,W02522.mp4,124
nói chuyện,1,W02523.mp4,135
nói dối,1,W02524.mp4,135
nói leo,1,W02526.mp4,110
nói ngập ngừng,1,D0202.mp4,147
nón,1,W02527.mp4,112
nóng tính,1,D0125.mp4,126
nô lệ,1,W02528.mp4,142
nông nghiệp,1,W02544.mp4,127
nông thôn,1,W02546.mp4,128
núi cao,1,D0193.mp4,161
núi lửa,1,W02551.mp4,141
núi thấp,1,D0194.mp4,108
năm là,1,D0150.mp4,110
năm ngoái,1,W02294.mp4,113
năm tới,1,D0349.mp4,111
năn nỉ,1,D0261.mp4,122
năng khiếu,1,W02297.mp4,122
năng lực,1,W02298.mp4,110
nơ,1,W02549.mp4,147
nơi chốn,1,W02550.mp4,139
nước Việt nam,3,W02555T.mp4; W02555N.mp4; W02555B.mp4,71; 71; 110
nước mắm,1,D0457.mp4,114
nước mắt,1,W02554.mp4,156
nước tương (xì dầu),1,W03728.mp4,118
nước tới chân mới nhảy,1,W00648.mp4,248
"nước ép (cam, cà chua,..)",1,D0395.mp4,102
nước ép trái cây,3,D0396N.mp4; D0396T.mp4; D0396B.mp4,151; 151; 142
nướng,1,D0374.mp4,95
nạn nhân,1,W02289.mp4,96
nạp điện,3,W02292N.mp4; W02292B.mp4; W02292T.mp4,79; 118; 79
nấm,1,W02303.mp4,100
nấu nướng,1,D0104.mp4,101
nắn nót,1,W02296.mp4,334
nắp,1,W02302.mp4,87
nằm,1,W02295.mp4,102
nặn,1,W02300.mp4,112
nặng hơn,1,W02301.mp4,95
nẻ,1,W02304.mp4,114
nếm,1,W02321.mp4,109
nến,1,W02323.mp4,106
nền nhà,1,W02322.mp4,112
nỏ,1,W02521.mp4,169
nối tiếp,1,W02539.mp4,138
nốt ruồi,1,W02548.mp4,102
nồi,1,W02532.mp4,103
nồi cơm điện,1,W02534.mp4,153
nổ lốp xe,1,W02529.mp4,108
nổ mìn,1,W02530.mp4,107
nổ súng,1,W02531.mp4,135
nổi bật,1,W02535.mp4,81
nổi da gà,1,D0018.mp4,143
nổi dậy,1,W02536.mp4,107
nổi giận,1,W02537.mp4,110
nổi nóng,1,W02538.mp4,118
nội dung,3,W02540N.mp4; W02540T.mp4; W02540B.mp4,65; 65; 92
nội quy,1,W02541.mp4,112
nội tiếp,1,W02542.mp4,126
nứt nẻ (ruộng),1,D0222.mp4,134
o,1,D0506.mp4,73
p,3,D0509N.mp4; D0509T.mp4; D0509B.mp4,68; 68; 96
pha chế,1,W02585.mp4,108
pha cà phê,1,W02584.mp4,145
pha lê,1,W02586.mp4,113
phao,1,W02602.mp4,115
phi công,1,W02645.mp4,130
phi ngựa,1,W02647.mp4,111
phi tiêu,1,W02648.mp4,133
phim hoạt hình,3,W02656N.mp4; W02656B.mp4; W02656T.mp4,92; 107; 137
phim truyện,3,W02658B.mp4; W02658T.mp4; W02658N.mp4,86; 86; 78
phim tài liệu,1,W02657.mp4,119
phiên dịch,3,W02651T.mp4; W02651B.mp4; W02651N.mp4,111; 111; 96
phiền hà,1,D0211.mp4,114
phong bì,1,W02660.mp4,252
phong cách,1,W02661.mp4,113
phong kiến,1,W02662.mp4,114
phong toả,1,D0475.mp4,116
phong trào,1,W02665.mp4,117
phong tục,1,W02666.mp4,115
phun nước,1,W02710.mp4,91
phà,1,W02587.mp4,133
phá,3,W02589T.mp4; W02589N.mp4; W02589B.mp4,112; 112; 135
pháo hoa,1,W02605.mp4,94
pháo sáng,1,W02606.mp4,117
pháo đài,1,W01079.mp4,116
phát biểu,1,W02608.mp4,85
phát hiện,1,W02610.mp4,75
phát động,1,W02609.mp4,92
phân biệt,1,D0322.mp4,87
phân công,1,W02614.mp4,96
phân loại,1,W02615.mp4,160
phân số,1,W02616.mp4,111
phân số thập phân,1,W02618.mp4,143
phân số tối giản,1,W02619.mp4,114
phân tích,1,W02620.mp4,123
phân vân,1,D0227.mp4,148
phép mầu,1,W02640.mp4,126
phép tính,1,W02641.mp4,89
phê bình,1,W02643.mp4,102
phích nước,1,W02649.mp4,127
phòng bệnh,1,W02668.mp4,119
phòng chống,1,W02669.mp4,103
phòng chức năng,1,W02670.mp4,80
phòng học tin học,1,W02675.mp4,121
phòng máy tính,1,W02677.mp4,102
phòng mĩ thuật,1,W02678.mp4,133
phòng thí nghiệm,1,W02679.mp4,110
phòng thư viện,1,W02680.mp4,117
phòng y tế,1,W02682.mp4,123
phòng âm nhạc,1,W02667.mp4,100
phòng đa năng,1,W02672.mp4,98
phó hiệu trưởng,3,D0214B.mp4; D0214N.mp4; D0214T.mp4,119; 124; 124
phóng viên,1,D0469.mp4,177
phô tô,1,W02685.mp4,95
phù hợp,1,W02699.mp4,108
phơi quần áo,1,W02698.mp4,116
phương Tây,1,D0009.mp4,99
phương hướng,1,W02713.mp4,100
phương pháp,1,W02714.mp4,108
phương tiện,1,W02715.mp4,103
phương tiện giao thông,3,W02716N.mp4; W02716T.mp4; W02716B.mp4,95; 100; 100
phương Đông,1,D0010.mp4,126
phải không?,3,D0120T.mp4; D0120B.mp4; D0120N.mp4,113; 113; 113
phản bội,3,W02597T.mp4; W02597N.mp4; W02597B.mp4,100; 100; 149
phản xạ,1,W02600.mp4,130
phản động,1,W02598.mp4,92
phấn (viết bảng),3,W02630N.mp4; W02630T.mp4; W02630B.mp4,77; 118; 118
phấn trang điểm,1,W02634.mp4,100
phấn đấu,1,W02631.mp4,102
phấp phới,1,W02635.mp4,83
phần trăm,1,W02628.mp4,103
phẫu thuật bụng,1,D0365.mp4,110
phẫu thuật chân,1,D0361.mp4,124
phẫu thuật cổ,1,D0364.mp4,98
phẫu thuật mũi,1,D0363.mp4,81
phẫu thuật mắt,1,D0362.mp4,105
phẫu thuật tay,1,D0360.mp4,115
phật (tượng),1,W02637.mp4,147
phễu,1,W02644.mp4,165
phố,1,W02689.mp4,76
phố cổ,1,W02690.mp4,129
phố cổ Hội an,1,W02691.mp4,146
phổ biến,1,W02686.mp4,97
phổi,1,W02693.mp4,114
phở,3,W02696B.mp4; W02696T.mp4; W02696N.mp4,93; 71; 71
phở cuốn,3,W02697B.mp4; W02697N.mp4; W02697T.mp4,89; 92; 92
phụ huynh,1,W02704.mp4,124
phụ thuộc,1,D0352.mp4,113
phục hồi,1,W02707.mp4,130
phục vụ,1,W02709.mp4,110
phủ nhận,1,W02701.mp4,182
phức tạp,1,W02712.mp4,84
pi-a-nô (dương cầm),1,W02718.mp4,103
q,1,D0510.mp4,82
quan (chức vụ),1,D0233.mp4,118
quan hệ,1,W02763.mp4,123
quan hệ từ,1,D0231.mp4,99
quan sát,1,D0256.mp4,126
quan trọng,1,W02766.mp4,85
quan tâm,1,W02765.mp4,111
quan điểm,1,W02762.mp4,107
quang hợp,1,W02769.mp4,110
quanh năm,1,D0246.mp4,148
quay cóp,1,W02778.mp4,93
quay phim,1,W02779.mp4,95
quy nạp,1,W02810.mp4,101
quy tắc,1,W02811.mp4,121
quy định,1,W02808.mp4,86
quy đồng mẫu số,1,W02809.mp4,94
quyên góp,1,D0334.mp4,108
quyến luyến,1,D0164.mp4,142
quyết tâm,3,W02820B.mp4; W02820N.mp4; W02820T.mp4,85; 81; 81
quyết định,3,W02814N.mp4; W02814T.mp4; W02814B.mp4,99; 93; 93
quyền lợi,3,W02813B.mp4; W02813N.mp4; W02813T.mp4,93; 89; 93
quyển vở,3,W02818T.mp4; W02818B.mp4; W02818N.mp4,73; 80; 73
quà,1,W02780.mp4,101
quàng khăn,1,W02771.mp4,126
quá cảnh,1,W02761.mp4,97
quát mắng,1,W02776.mp4,106
quân đội,2,W02784N.mp4; W02784B.mp4,72; 90
quét dọn,1,W02794.mp4,98
quét nhà,1,W02795.mp4,82
quê,3,W02797B.mp4; W02797T.mp4; W02797N.mp4,84; 155; 155
quên,1,W02798.mp4,106
quý giá,1,W02812.mp4,124
quý hiếm,1,W02816.mp4,97
quạt cây,1,W02777.mp4,114
quạt treo tường,1,W02783.mp4,138
quạt trần,1,W03560.mp4,141
quả,1,W02721.mp4,97
quả bưởi,3,W02724T.mp4; W02724N.mp4; W02724B.mp4,69; 69; 98
quả bầu,1,W02722.mp4,120
quả bầu hồ lô,1,D0145.mp4,110
quả cam,1,W02725.mp4,126
quả chanh,1,W02728.mp4,104
quả chuối,1,W02730.mp4,118
quả chôm chôm,1,W02729.mp4,112
quả dưa hấu,3,W02731N.mp4; W02731T.mp4; W02731B.mp4,89; 81; 81
quả dừa,3,W02732N.mp4; W02732T.mp4; W02732B.mp4,65; 65; 95
quả dừa xiêm,3,W02733B.mp4; W02733N.mp4; W02733T.mp4,116; 121; 121
quả gấc,1,W02739.mp4,99
quả hồng,1,W02740.mp4,74
quả hồng xiêm,1,W02741.mp4,133
quả khế,3,W02742N.mp4; W02742B.mp4; W02742T.mp4,108; 98; 108
quả lê,1,W02744.mp4,123
quả mít,1,W02745.mp4,126
quả mướp,1,W02746.mp4,97
quả na,1,W02747.mp4,107
quả nho,1,W02749.mp4,90
quả nhãn,3,W02748T.mp4; W02748B.mp4; W02748N.mp4,76; 96; 76
quả quýt,1,W02753.mp4,92
quả quất,1,W02752.mp4,127
quả roi,3,W02754B.mp4; W02754T.mp4; W02754N.mp4,89; 79; 79
quả su su,1,W02756.mp4,126
quả sầu riêng,1,W02755.mp4,95
quả thanh long,1,W02758.mp4,103
quả táo,2,W02757B.mp4; W02757N.mp4,97; 70
quả vải,1,W02759.mp4,126
quả xoài,1,W02760.mp4,115
quả điều,2,W01211N.mp4; W01211.mp4,125; 103
quả đu đủ,3,W02737B.mp4; W02737T.mp4; W02737N.mp4,81; 267; 175
quả đất,1,W02734.mp4,95
quả địa cầu,1,W02735.mp4,119
quả ổi,1,W02750.mp4,108
quả ớt,1,W02751.mp4,83
quảng cáo,1,W02773.mp4,103
quần bò,3,W02787T.mp4; W02787B.mp4; W02787N.mp4,95; 94; 95
quần yếm,1,W02789.mp4,139
quần âu,1,W02786.mp4,109
quần đùi,1,W02788.mp4,100
quận,3,W02790N.mp4; W02790T.mp4; W02790B.mp4,71; 71; 102
quốc ca,1,W02799.mp4,114
quốc gia,1,W02800.mp4,102
quốc hội,1,W02801.mp4,117
quốc khánh,1,W02802.mp4,108
quốc tế,1,W02805.mp4,121
quỳ,1,W02815.mp4,115
r,1,D0511.mp4,64
ra lệnh,1,W02823.mp4,121
ra ngoài,3,W02825B.mp4; W02825T.mp4; W02825N.mp4,95; 77; 77
rau,1,W02835.mp4,91
rau bắp cải,1,W02836.mp4,105
rau cải,1,W02837.mp4,145
rau cải thảo,1,W02839.mp4,112
rau diếp cá,1,D0329.mp4,83
rau dền,1,W02841.mp4,95
rau mùng tơi,1,W02844.mp4,103
rau ngò/rau mùi,1,D0330.mp4,101
rau ngót,1,W02845.mp4,116
reo hò,1,W02855.mp4,103
ria mép,1,D0289.mp4,97
riêng biệt,1,W02860.mp4,121
riêng tư,1,W02861.mp4,105
rong biển,1,W02867.mp4,115
rong chơi,3,W02868B.mp4; W02868T.mp4; W02868N.mp4,101; 101; 81
ru ngủ,1,W02876.mp4,124
ruộng bậc thang,1,W02878.mp4,110
ruột già,1,W02879.mp4,92
ruột non,1,W02880.mp4,94
rào chắn,1,W02832.mp4,139
rách,1,W02828.mp4,111
râu,1,W02851.mp4,123
rèn luyện,1,W02854.mp4,151
rèn sắt,1,W02853.mp4,98
rình mò,1,W02862.mp4,100
rìu,1,W02863.mp4,197
róc rách,1,W02865N.mp4,83
rón rén,1,W02866.mp4,97
rõ ràng,2,W02864B.mp4; W02864T.mp4,82; 82
rút gọn,1,W02883.mp4,109
rút gọn phân số,1,W02884.mp4,114
răng,1,W02848.mp4,116
răng cưa,1,W02849.mp4,120
răng hô,1,D0278.mp4,103
răng khểnh,1,D0279.mp4,99
rơi,1,W02874.mp4,103
rơm,1,W02875.mp4,113
rơm rớm,1,W01297.mp4,107
rước đèn,1,W02895.mp4,111
rưỡi,3,W02897T.mp4; W02897B.mp4; W02897N.mp4,107; 107; 99
rượu,3,W02898T.mp4; W02898B.mp4; W02898N.mp4,101; 106; 101
rạch,1,W02831.mp4,96
rạp chiếu phim,1,W02833.mp4,117
rắc rối,1,D0263.mp4,151
rằm trung thu,3,W02847T.mp4; W02847N.mp4; W02847B.mp4,87; 87; 111
rẽ phải,1,W02852.mp4,114
rế,1,W02859.mp4,88
rễ chùm,1,W02857.mp4,128
rễ cây,1,W02856.mp4,129
rễ cọc,1,W02858.mp4,88
rổ,1,W02870.mp4,87
rộng lớn,1,W02872.mp4,99
rộng rãi,1,W02873.mp4,100
rụng tóc (đt),1,W02877.mp4,115
rừng núi,1,W02892.mp4,124
rừng rậm,1,W02893.mp4,100
rừng thưa,1,W02894.mp4,112
rửa bát,1,W02885.mp4,108
rửa chân,2,D0412.mp4; W02886.mp4,92; 107
rửa mặt,2,D0413.mp4; W02887.mp4,129; 91
rửa tay,1,W02888.mp4,104
rực rỡ,1,D0107.mp4,163
s,1,D0512.mp4,73
sa mạc,1,D0191.mp4,169
sa thải,1,W01324.mp4,82
san hô,1,W02903.mp4,128
san sẻ,1,W02906.mp4,101
sao,2,W02919N.mp4; W02919T.mp4,88; 88
sao chép,1,W02921.mp4,88
sau,1,W02926.mp4,101
say sưa,1,W02927.mp4,141
sinh hoạt,1,W02955.mp4,108
sinh sản,3,W02956N.mp4; W02956T.mp4; W02956B.mp4,67; 67; 110
sinh sống,1,W02957.mp4,87
sinh tố,1,W02958.mp4,89
"sinh tố (bơ, dâu,..)",1,D0397.mp4,125
sinh vật,1,W02960.mp4,118
sinh đôi,3,D0423N.mp4; D0423T.mp4; D0423B.mp4,99; 103; 103
sinh đẻ,3,W02953N.mp4; W02953B.mp4; W02953T.mp4,93; 135; 93
sinh động,1,W02954.mp4,108
siêng năng,1,W02948.mp4,124
siêu thị,1,W02951.mp4,127
siêu tốc,1,W02952.mp4,101
siêu âm,1,W02949.mp4,104
soi,1,W02962.mp4,97
son môi,1,W02964.mp4,135
song song,1,W02965.mp4,89
sum họp,1,W03023.mp4,136
suy nghĩ,2,W03025N.mp4; W03025T.mp4,81; 122
suy ra (Toán học),1,D0186.mp4,209
suýt,3,D0072N.mp4; D0072T.mp4; D0072B.mp4,100; 100; 94
suối,1,W03024.mp4,83
suỵt,1,D0071.mp4,129
sách,1,W02900.mp4,96
sách giáo khoa,1,W02901.mp4,112
sách toán,1,W02902.mp4,103
sáng,1,W00024.mp4,70
sáng chói,1,W02915.mp4,111
sáng kiến,1,W02916.mp4,107
sáng tạo,1,W02918.mp4,78
sáo,1,W02923.mp4,226
sân chơi,2,W02936B.mp4; W02936T.mp4,135; 135
sân khấu,1,W02937.mp4,99
sân nhà,1,W02938.mp4,113
sân thượng,1,W02939.mp4,132
sân trường,3,W02940B.mp4; W02940N.mp4; W02940T.mp4,130; 106; 106
sân vận động,1,W02941.mp4,120
sâu,1,W02943.mp4,130
sâu bọ,1,W02944.mp4,103
sâu răng,1,W02945.mp4,94
sâu thẳm,1,W02946.mp4,120
sóng biển,1,W02967.mp4,98
sóng thần,1,W02968.mp4,119
sông Hồng,1,W03005.mp4,121
súc miệng,1,W03021.mp4,101
súp,1,D0078.mp4,131
súp lơ,1,D0079.mp4,101
săn bắn,1,W02929.mp4,108
sĩ diện,2,W02947N.mp4; W02947B.mp4,98; 114
sĩ quan,1,W00590.mp4,86
sơ mi,3,W03011B.mp4; W03011T.mp4; W03011N.mp4,81; 132; 99
sơ đồ,2,W03010N.mp4; W03010T.mp4,95; 95
sơn,1,W03018.mp4,112
sương gió,1,W03050.mp4,110
sườn,1,W03051.mp4,100
sản xuất,1,W02912.mp4,99
sấm chớp,1,W02934.mp4,96
sấm sét,1,W02935.mp4,97
sắp xếp,3,W02931T.mp4; W02931N.mp4; W02931B.mp4,78; 78; 64
sắt,3,W02932T.mp4; W02932N.mp4; W02932B.mp4,138; 96; 103
số La Mã (Toán học),1,D0224.mp4,117
số bé,1,W02975.mp4,77
số chín,1,W02981.mp4,110
số chẵn,1,W02979.mp4,124
số liền sau,1,W02990.mp4,121
số liền trước,1,W02991.mp4,154
số lẻ,1,W02989.mp4,168
số lớn,1,W02992.mp4,107
số thập phân,1,W02996.mp4,100
số đo,1,W02987.mp4,108
sống sót,3,D0155T.mp4; D0155B.mp4; D0155N.mp4,108; 108; 105
sốt,1,W03008.mp4,136
sổ tay,1,W02974.mp4,124
sổ điểm danh,1,W02972.mp4,105
sổ đầu bài,1,W02970.mp4,189
sờ,1,D0434.mp4,126
sợ không?,1,D0126.mp4,233
sợi,1,W03014.mp4,109
sợi chỉ,1,W03015.mp4,108
sợi dây,1,W03016.mp4,114
sợi len,1,W03017.mp4,124
sụp đổ,1,D0205.mp4,102
sức khỏe,1,W03043.mp4,85
sừng,1,W03046.mp4,125
sừng bò,1,W03047.mp4,78
sừng trâu,1,W03048.mp4,98
sửa chữa,1,W03034.mp4,95
sữa,3,W03042B.mp4; W03042N.mp4; W03042T.mp4,120; 122; 120
sữa bò,3,W03036T.mp4; W03036B.mp4; W03036N.mp4,81; 114; 81
sữa bột,3,W03037T.mp4; W03037B.mp4; W03037N.mp4,93; 133; 93
sữa dê,3,W03038N.mp4; W03038T.mp4; W03038B.mp4,77; 77; 91
sữa hộp,3,W03040B.mp4; W03040N.mp4; W03040T.mp4,156; 103; 156
sữa rửa mặt,1,W03041.mp4,113
sữa đặc,1,W03039.mp4,96
sự thật,1,W03031.mp4,98
t,3,D0513N.mp4; D0513B.mp4; D0513T.mp4,80; 86; 160
tai,1,W03061.mp4,90
tai nạn,1,W03062.mp4,91
tai nạn giao thông,1,W03543.mp4,85
tam giác,1,W03074.mp4,113
taxi,1,W03089.mp4,103
tay,1,W03090.mp4,109
tay chân sạch sẽ,3,D0432N.mp4; D0432T.mp4; D0432B.mp4,126; 306; 306
tay phải,1,W03095.mp4,95
tay trái,1,W03097.mp4,77
tha,1,W03135.mp4,98
tha mồi,1,W03136.mp4,98
tha thứ,3,W03138N.mp4; W03138T.mp4; W03138B.mp4,78; 114; 214
tham dự,3,W03153B.mp4; W03153N.mp4; W03153T.mp4,132; 92; 92
tham khảo,1,W03154.mp4,119
tham lam,1,W03155.mp4,81
tham quan,3,W03156T.mp4; W03156B.mp4; W03156N.mp4,109; 134; 109
tham ăn,3,D0024B.mp4; D0024T.mp4; D0024N.mp4,174; 183; 183
thanh niên,1,W03171.mp4,91
thao thức,1,D0331.mp4,300
theo dõi,1,W03228.mp4,111
theo đuổi,1,W03229.mp4,79
thi cử,3,W03243B.mp4; W03243T.mp4; W03243N.mp4,83; 83; 77
thiu,1,D0382.mp4,157
thiên nhiên,1,W03256.mp4,146
thiên thần,1,W03258.mp4,155
thiên đình,1,W03254.mp4,133
thiếp mời,1,W03263.mp4,128
thiếp đi,1,W03262.mp4,161
thiết kế,3,W03265B.mp4; W03265N.mp4; W03265T.mp4,125; 107; 125
thiếu nhi,1,W03269.mp4,105
thiếu niên,1,W03270.mp4,106
thiếu thốn,3,D0206N.mp4; D0206T.mp4; D0206B.mp4,110; 110; 106
thiệp sinh nhật,3,D0108T.mp4; D0108B.mp4; D0108N.mp4,134; 127; 134
thiệt thòi,1,W03268.mp4,123
thoát hiểm,1,W03276.mp4,129
thoăn thoắt,1,D0458.mp4,139
thu mua,1,W03316.mp4,110
thu nhỏ,1,W03317.mp4,112
thu thập,1,W03318.mp4,125
thung lũng,1,D0477.mp4,160
thuyết phục,1,W03351.mp4,143
thuyết trình,1,W03352.mp4,125
thuyền chài,1,W03347.mp4,133
thuyền rồng,1,W03349.mp4,147
thuê,3,W03329N.mp4; W03329B.mp4; W03329T.mp4,83; 86; 86
thuận lợi,1,W03326.mp4,125
thuốc bắc,1,W03333.mp4,123
thuốc bổ,1,W03334.mp4,108
thuốc lá,1,W03335.mp4,122
thuộc lòng,1,W03338.mp4,111
thuộc địa,1,D0353.mp4,101
thuỷ thủ,1,W03341.mp4,116
thuỷ điện,3,W03339N.mp4; W03339T.mp4; W03339B.mp4,96; 96; 76
thành công,1,W03173.mp4,102
thành lập,4,W03175N.mp4; W03175T.mp4; W03175B.mp4; W03175.mp4,124; 123; 123; 81
thành thạo,1,W03180.mp4,105
thành thị,1,W03181.mp4,95
thành viên,1,W03185.mp4,125
thác,1,W03141.mp4,81
thái độ,3,W03148T.mp4; W03148N.mp4; W03148B.mp4,76; 76; 218
thám tử,1,W03160.mp4,127
thán phục,1,W03164.mp4,117
tháng,3,W03167B.mp4; W03167T.mp4; W03167N.mp4,101; 108; 108
thánh địa Mỹ Sơn,1,W03186.mp4,130
tháo gỡ,1,W03191.mp4,91
tháp,1,W03192.mp4,89
tháp Rùa,1,W03193.mp4,131
thâm quầng mắt,1,D0332.mp4,110
thân cây,3,W03204T.mp4; W03204N.mp4; W03204B.mp4,113; 113; 122
thân hình,1,W03205.mp4,104
thân thiết,1,W03207.mp4,95
thân thiện,1,W03208.mp4,87
thèm,1,D0026.mp4,145
thèm rỏ dãi,1,D0027.mp4,129
thét,1,W03232.mp4,98
thêm,1,W03240.mp4,101
thêu,2,W03242B.mp4; W03242N.mp4,116; 112
thì thầm,1,D0187.mp4,237
thìa,3,W03251N.mp4; W03251B.mp4; W03251T.mp4,133; 257; 133
thí nghiệm,1,D0094.mp4,112
thích nghi,1,W00653.mp4,63
